"";"sk_id";"clean_comments"
"2217";1002216;"Je kunt het klimaat niet meer omkeren nog 5/10 jaar Nu heeft iedereen maatregelen nodig tegen heel extreem weer en het lijkt enorm op dat ze er omheen lullen om geen paniek te veroorzaken je kunt Mensen beter goed inlichten van wat er te wachten staat dan deze flauwekul. Of de kop in het zand steken. Waarom kopen de rijksten der aarde oude bunkers op Mischien ben ik gek. Kijk goed naar het weer en hoe snel het escaleerd we weten allang dat het klimaat niet meer te redden is doe maar onderzoek kijk goed luister en kijk naar buiten bereid je langzaam voor op extreme weerschommelingen. Reageer gewoon als je dit ook ziet of niet kop in het zand lockdown is coming "
"2218";1002217;"Google eens Event 201. Daarbij hoorde ik vandaag iets over een avondklok zijn deze gssten nu echt helemaal gek geworden. Als iedereen die hier commentaar heeft op deze twee clowns bijelkaar komt en ons verenigen met iedereen die het zat is met deze ontmanteling van onze grondrechten economie welzijn en rechtstaat en massaal naar Den Haag gaan om ze daar eens te laten zien dat wij het volk de macht hebben "
"2219";1002218;"Wat een leugenaar die de jonge : 100000 besmettelijke mensen....alsof je dus maanden besmettelijk blijft Pure bangmakerij En ik mis het cruciale punt: ventileren"
"2220";1002219;""
"2221";1002220;""
"2222";1002221;""
"2223";1002222;""
"2224";1002223;""
"2225";1002224;"Ik denk dat niemand in deze reacties hun antipsychotica slikt. Al dit schizofrene gebrabbel over de NWO 5G corona illuminati en geen enkel normaal mens. Prachtig. "
"2226";1002225;""
"2227";1002226;""
"2228";1002227;"Vertrouw 100 op onze autoriteiten."
"2229";1002228;""
"2230";1002229;""
"2231";1002230;""
"2232";1002231;""
"2233";1002232;""
"2234";1002233;"Hoeveel mensen ik nog altijd zie reageren met. De regels zijn niet fijn maar het moet maar even om het virus onder controle te krijgen. Het zijn maar 3 weken. We zijn al 7 maanden bezig met deze onzin. Hoe komen menaen er toch bij dat over 3 weekjes is opgelost. Echt snap het niet meer."
"2235";1002234;""
"2236";1002235;""
"2237";1002236;""
"2238";1002237;"Het mortaliteitspercentage ligt op 0 2 . Bij de griep ligt dit op 0 16 . Dit getal komt nog lager te liggen naar mate er meer mensen zich hebben laten testen en ja dan krijg je meer geregistreerde besmettingen . Covid-19 is dus NIET dodelijk. Zijn er te weinig IC bedden waardoor er veel druk op de zorg komt te liggen Misschien moet ONS GELD dan meer geld naar de zorg i.p.v. naar andere landen... Dus ik stel voor dat jullie onze belangen weer behartigen en mensen hun leven terug geven stelletje psychopaten. Kan me namelijk niet herinneren te hebben gestemd om ALLE sectoren van ons land te verneuken omdat onze regering WEIGERT ons zorgstelsel te onderhouden."
"2239";1002238;"2 weken bezig om door de Coronalijn te komen voor een afspraak altijd teveel bellers kansloos dit. Ze kunnen beter de testen op gaan sturen. "
"2240";1002239;"Je kan 17 miljoen mensen niet voor zo lang verplichten thuis te zitten. Deze coronavirus blijkt toch minder heftig te zijn voor de meeste mensen dan eerst gedacht. Ik snap best dat je de vatbare mensen aanraad niet verplichten thuis te blijven. Maar de gezonde mensen zouden gewoon in de buitenlucht mogen verkeren. Immers al aangetoond dat de kans op besmettingen in de buitenlucht bijna nul is. Overigens zijn de regels eens zo inconsistent. In maart hadden mondkapjes absoluut geen nut nu zijn ze op plekken verplicht. Je mag wel met een hoop mensen in smalle gangpaden van de supermarkt lopen maar als je bij de horeca komt dat moeten er opeens extreem strenge maatregelen komen. "
"2241";1002240;"Elke dag sterven er in Nederland 13 mensen aan een val Ja je hoort het goed aan een val Wat een drama dit om niks. Heel vervelend griepje voor mensen met een aangepast immuunsysteem maar niet meer dan dat Het is echt triest en lachwekkend"
"2242";1002241;"Alsof er voor 10uur geen corona is"
"2243";1002242;""
"2244";1002243;""
"2245";1002244;""
"2246";1002245;"Als er bijna niemand meer dood aan gaat is het dan niet gewoon um voorbij ... In Belgie vorige week vonden ze dat 71 van the positieve testresultaten eigenlijk niet de china virus is maar gewoon een koutje of de griep ."
"2247";1002246;""
"2248";1002247;"Dieptriest dat de mensen niet respecteren wat Mark samen met Hugo voor Nederland hebben gedaan. Deze maatregelen zijn voor helemaal niemand leuk maar het is zoals het is. Zolang iedereen zich weer gaat gedragen zoals behoren 1.5m afstand bijv kunnen de maatregelen versoepeld worden maar dat is nu niet mogelijk sinds mensen de regels aan hun laars lappen. Laten we er met z n allen voor zorgen dat we ons aan de regels houden en de maatregelen versoepeld kunnen worden. "
"2249";1002248;""
"2250";1002249;""
"2251";1002250;""
"2252";1002251;""
"2253";1002252;""
"2254";1002253;"Niet alleen Nederland maar heel de wereld vechten tegen een onzichtbare vijand 200 landen De enige maatregel is En hij heeft alle autoriteiten gekregen van zijn VADER IS DE VRIEDEN VORST JEZUS CHRISTUS DIE WE SPOEDIG VERWACHTEN ONZE KONING IN ONS HART ZAL WORDEN KONING DER KONINGEN & HEER DER HEREN HIJ IS DE ENIGSTE WEG NAAR DE VADER WAAR DE REDDING IS BESTE LIEVE MENSEN NEEM JEZUS CHRISTUS AAN ALS JE PERSONELIJKE REDDER WE LEVEN PRECIES IN DE TIJD WAT ER STAAT GESCHREVEN IN MATTEUS HOOFDSTUK 24 OPENBARING 6 DANIEL DE PROFEET. "
"2255";1002254;""
"2256";1002255;""
"2257";1002256;""
"2258";1002257;"LIJST A: EBOLA: 50 dodelijkheid MERS: 34 4 dodelijkheid POKKEN: 30.0 dodelijkheid SARS: 9.6 dodelijkheid COVID-19: 0.2 dodelijkheid COVID-10 is op de lisjt gezet en heeft dus een dodelijkheid van 0.2 De seizoensgriep en niet op LIJST A heeft een dodelijkheid van 0.16 . Toelichting "
"2259";1002258;""
"2260";1002259;"wat een toneelspelers blijven mensen bang maken er is een virus maar geen covid 19"
"2261";1002260;""
"2262";1002261;""
"2263";1002262;""
"2264";1002263;""
"2265";1002264;"Ne-DDR-land welcome in de DDR 2.0 Nee-DDR-land is nu echt EEN provincie van de EUdSSR"
"2266";1002265;"Als kwetsbaar iemand is het fijn om te horen dat ik 2 momenten van 1 uur per dag krijg om rustig boodschappen te doen. Of toch niet Is dit een suggestie/verzoek of verplichting aan alle supermarkten Hoe gaan 2 BOAs 23K mensen handhaven in mijn dorp terwijl de politie wietplantages oprolt Het is fijn dat dit kabinet niet vraagt wat zij voor jou kunnen doen maar wat jij voor hen kan doen. Ze zijn immers volksvertegenwoordigers. Of toch niet Tot 2021 tenminste"
"2267";1002266;"waar vraagt niemand waar covid 19 is gebleven op de site van het RIVM kan je deze niet meer terug vinden het is Rihno virus dat nu oplaait."
"2268";1002267;""
"2269";1002268;""
"2270";1002269;""
"2271";1002270;"Praat ons geen schuldgevoel aan RUTTE heeft 10 jaar lang de zorg kapot bezuinigd. Hou op met je achtelijke corona theater. Er komt GEEN new world order. Er is GEEN nieuw normaal. Mensen omhelzen of naast iemand staan is NIET crimineel als je dit 1 jaar geleden tegen iemand zou zeggen werd je naar het GGZ gebracht als verward persoon en nu leven we erin Dit kabinet is crimineel Berecht deze leugen clowns voor misdaden tegen de mensheid"
"2272";1002271;""
"2273";1002272;""
"2274";1002273;""
"2275";1002274;"Nee Corona heeft niet beter gedaan.RIVM en regering was te laat met maatregelen..en 2 sommige volk met complottheorie n dat a griepje is .Veel sterkte naar de zorg personeel sorry maar julie krijgen de rekening voor twede keer.Corona kan verliezen maar domheid nooit ... "
"2276";1002275;"over paar weken melden ze groot aantal doden griep periode en de schapen trappen er in in en nemen vrijwillig vacin gevolg nog meer doden meer regels meer beperkingen agenda 21"
"2277";1002276;""
"2278";1002277;""
"2279";1002278;"als het zo gevaarlijk is waarvoor de scholen niet dicht want die spelen samen en dan gaan ze naar huis en versprijden het naar de ouders en vrienden als het echt zo gevaarlijk is alles dicht of alles open kies een van de twee of optie 2 treed af en terug naar normaal"
"2280";1002279;""
"2281";1002280;""
"2282";1002281;"Wat een onzin corona is echt maar als je het mij vraagt Ik geloof niet meer in politiek of dat we berhaupt een stemrecht ooit hebben gehad. Nieuws is gebaseerd op angst niet om ons alleen maar te laten weten wat er speelt ook bepaalde nieuws is niet echt maar om ons bezig te houden 911 bijvoorbeeld het is een op gezet plan & nog veel meer. Let op mijn woorden door angst kunnen mensen niet helder denken consumeren het nieuws de regering heeft het zo ver dat je een vaccin neemt en een chip waarom denk je dat er zoveel data van je opgeslagen word Om je te helpen allemaal .. Nee we zijn al slaaf van de maatschappij en dat willen ze nog meer cre ren een eenzame samenleving geloof me hell op aarde. Ik zeg nee ik word geen schaap kapitalistische mensen zijn duivels en zien ons niet als mensen maar als poppetjes om mee te spelen."
"2283";1002282;"Ter herinnering de 1e corona golf is veroorzaakt in de verpleeghuizen en thuiszorg door richtlijn rivm 1e 7 weken van de lockdown en ervoor.Dat zorg door werkt tot koorts zonder beschermmiddellen als ze dit niet meer doen komt er geen grote golf meer.komt hij er wel dan hebben ze weer mensen lopen besmetten en is het moord voor lobby en gelijk halen . als er een 2e golf komt is het schuld van de zorg en overheid en rivm niet de horeca of jeugd. DUS FAALT DE OVERHEID EN DE ZORG WEER En van deze gasten wil je een vaccin in je laten spuiten echt ni DAN zit er maar een ding op alles weer open en doorgaan"
"2284";1002283;"Hoe zit het dan met op tijd kunnen testen via test fabrieken wat al in het begin van corona werd geprobeerd maar in den haag daar geen gehoor aan werd geven Zodat mensen snel kunnen testen en het snel weten. Oftewel de regering zet amper in voor hun volk. Zodat wij steeds strengere regels krijgen opgelegd Als den haag sneller in grijpt scheelt dat enorm veel en dat is puur met testen alleen. In ziekenhuizen enz hoeft niemand een mondkapje te dragen... Laat iedereen maar door komen met vliegen enz zonder testen echt wat zijn ze weer slim daar hoe wil je bij bv de kruidvat 1 5m afstand houden Kom met een beter beleid en richtlijnen"
"2285";1002284;""
"2286";1002285;""
"2287";1002286;""
"2288";1002287;"Waarom mag je voor god dan wel met 30 mensen dit is keiharde DISCRIMINATIE Kerken zijn juist DE superspreaders erger dan iedereen sluit dan ook de kerken Maar die discriminerende grlovigen menen weer meer rechten te kunnen afdwingen door misbruik te maken van een pandemie wat een goorlappen zijn het toch ook."
"2289";1002288;""
"2290";1002289;"Hier zie je het KILLER virus: die ziet op de klok het is 22.00 uur en slaat dan toe in de horeca ook ziet dit virus hoeveel mensen er bij elkaar komen en slaat dan ook daar genadeloos toe:ja het is zeker een killer virus dit KABINET met leugen Rutte en de Jonge voor op en de RIVM en de rest loopt mee in de rol van de nieuwe wereld orde aan gestuurd door de WHO.Onderdrukking van de bevolking als gevolg en afbraak van bedrijven.Alles moet kapot luisteren die bevolking iedereen aan de vaccins. "
"2291";1002290;""
"2292";1002291;"Die rutte verwacht echt dat mensen in een democratische land zich aan deze regels gaan houden.1 5 meter is simpelweg onmogelijk b.v in supermarkten.en waarom is nederlandse regering zo tegen het dragen van een mondkapje in het openbare gebouwen"
"2293";1002292;""
"2294";1002293;""
"2295";1002294;"Dictatuur is het ... Hoever moet deze vrijheidsberoving gaan tot iedereen wakker wordt De cijfers zeggen heel iets anders en mondkapjes helpen niet. Als het Cojona virus zo besmettelijk is waar zijn dan al die doden die elkaar besmet hebben tijden de BLM bijeenkomst op de Dam de 1 miljoen mensen die in Berlijn bij elkaar waren de overvolle stranden een paar weken terug. Daar hoor je de NOS niet over. ... Al wakker"
"2296";1002295;""
"2297";1002296;""
"2298";1002297;"De Corona virus is niet anders dan 4 mensen en dat zijn: Mark Rutte Hugo de Jonge van Dissel en Grappenhaus. En dan heb ik het nog niet eens over de media die door die 4 mensen ik betwijfel of het mensen zijn worden omgekocht om dit soort zieke grappen van die 4 uit te zenden. Dat geldt ook voor jullie NPO-NOS Kap er mee en ga beter nieuws te verslaan. Geen dood en verderf zoals een virus die al sinds begin april de kop is ingedrukt. Dit is gewoon bangmakerij. KAP ER GEWOON MEE."
"2299";1002298;"Welk virus dan Rhino of griepvirus Corona bestaat al vanaf 1968 so tell me"
"2300";1002299;""
"2301";1002300;"politieke zelfmoord van dit kabinet kunnen ze na maart d66 VVD en CDA samen voegen in de Nieuwe Normaal Partij wellicht dat ze met de 3 zetels die ze krijgen nog een oppositie stoeltje hebben voor ruttie grappie en flappie"
"2302";1002301;""
"2303";1002302;""
"2304";1002303;"Aan de reacties zie je goed wat voor stel natte kranten de mensheid is geworden. In 40- 45 doorstond men dapper heel wat zwaardere maatregelen en nu begint men al te huilen van 1 5 meter en een mondkapje"
"2305";1002304;""
"2306";1002305;""
"2307";1002306;""
"2308";1002307;""
"2309";1002308;""
"2310";1002309;""
"2311";1002310;""
"2312";1002311;""
"2313";1002312;"dus wil.sit zeghen geen frieten meer na 10 avond kan het dan niet gewoon thuis bezorgen"
"2314";1002313;""
"2315";1002314;""
"2316";1002315;""
"2317";1002316;"moet je kijken aan de likes zie ik genoeg mensen jullie zijn jullie vrijheid niet waard en laten dit gewoon lekker gebeuren als jullie echt zo achterlijk zijn krijg je dit dadelijk 2x per jaar want of jullie het leuk vinden of niet elk griep seizoen komt het lekker terug. 2x per jaar zoon belachelijke lockdown. kijk naar zweden geen lockdown gaat relatief het zelfde als hier dus conclusie lockdown heeft geen enkele meerwaarde. ik zeg niet meer mensen wordt wakker want we praten tegen zombies this heel teleurstellent hoe dom mensen eigenlijk wel niet zijn."
"2318";1002317;""
"2319";1002318;""
"2320";1002319;"Ik snap niet waarom alleen maatregelen worden getroffen op de vrijetijdsbesteding van mensen. Waar zijn de maatregelen voor het bedrijfsleven Niet iedereen heeft een computerbaantje en kan dus vanuit thuis werken en niet overal kan 1.5 meter afstand gehouden worden. Je ziet telkens weer dat dit absoluut niet gerealiseerd word door dit kabinet. "
"2321";1002320;"Mijn IQ is met minstens 20 punten gedaald na het lezen van de reacties"
"2322";1002321;""
"2323";1002322;""
"2324";1002323;"Wat is ons overheid een poppenkast De hele wereld lacht ons uit. Wij zijn de enige land die nog steeds niet wil toegeven dat mondkapjes weldegelijk een rol kan spelen in de verspreiding. Duitsland steekt straks de middelvinger naar ons uit en gaat ons niet helpen als onze ic s overbelast zijn Ik geef het nog max 2 weken voordat de pleuris uitbreekt "
"2325";1002324;""
"2326";1002325;""
"2327";1002326;""
"2328";1002327;""
"2329";1002328;"WILDERS PREMIER 2021"
"2330";1002329;""
"2331";1002330;"Horeca sluiten om 22.00 is geen oplossing. Geen publiek bij sportevenementen is geen juiste oplossing en dan twijfeld de kabinet nog over mondkapjes ze zijn helemaal de weg kwijt in den Haag. De juiste oplossing om het virus de baas te zijn is dat Nederland in een strenge lockdown gaat zoals wat eerder was in Frankrijk spanje belgie en zo een lockdown alles moet opslot voor een periode van 6 weken en de grenzen moeten ook 6 weken sluiten alleen grenzen open laten voor terugkeerde Nederlanders uit het buitenland. En na 6 weken word door zo maatregelen goede resultaten bereikt waardoor Nederland beetje voor beetje uit het lockdown komt onafhankelijk van het virus situatie en uiteraard is mondkapje zeker handig om te dragen"
"2332";1002331;"Rotterdam en Amsterdam... was er een experiment met de mondmaskers... dit hielp dus niet..... just saying... Eenzijdige kennisgeving spant de kroon in dit land... geef het tijd en de complotdenker zal gelijk krijgen... bangmakerij dat is is het... doden.. positief getesten... besmettingen... 6800 doden.. griep is weg... Ik stel voor het debat met Baudet te kijken.. met de vraag wat het mortaliteitcijfer is... Totalitaire contole en afnemen van vrijheden....."
"2333";1002332;""
"2334";1002333;""
"2335";1002334;""
"2336";1002335;""
"2337";1002336;"Ik ken 1 persoon 60 die Corona heeft gehad volgens de offici le test. Hij had een paar weken een vervelende hoest en rond 38 graden koorts. Na een antibiotica-kuur is die koorts snel gezakt en nu gaat ie weer noten rapen in de tuin en fietsen. Begrijpelijk toch dat bij mij de angst voor Corona wel weg is"
"2338";1002337;""
"2339";1002338;""
"2340";1002339;""
"2341";1002340;"niet zeiken en allemaal gewoon 1.5 meter geen grote groepen. Ze blijven het roepen weet je waarom OMDAT DE HELFT HET NIET DOET vindt je het gek dat dit alweer gebeurt. Het merendeel van Nederland doet niet mee aan de preventie people died WAKE UP"
"2342";1002341;""
"2343";1002342;"Dit moet dan toch nog maar een keer gezegd worden. Voor iedereen die door de crisis getroffen is. Happy the Man De RIVM-rapportage laat zien dat de mediane leeftijd van degenen die dood zijn verklaard met niet van Covid-19 82 jaar is. Om dat in perspectief te plaatsen de gemiddelde levensverwachting voor de huidige groep ouderen in Nederland is rondom 80 jaar. Dat betekent - gemiddeld - dat degenen die sterven met niet aan de ziekte al ruim boven de levensverwachting hebben geleefd. Ik durf te beweren dat een vergelijkbare paniek zou kunnen ontstaan bij zowat elke virusziekte die in omloop is als het op dezelfde manier werd gemeld als dit coronavirus. Dus: Oudere pati nt met meerdere complicaties sterft na het oplopen van ademhalingsziekte is GEEN nieuwsbericht. Het is een dagelijks feit. Je hoort en ziet in de main-stream-media over bijv. een vrouw wiens 91-jarige moeder stierf in een verpleeghuis. Er werd gesuggereerd dat het leven van deze 91-jarige vrouw op tragische wijze werd ingekort door het coronavirus en om het nog erger te maken haar dochter niet in staat was om een begrafenis of dienst voor haar moeder te houden omdat Nederland op dat moment was afgesloten. Ik weet niet of ik het contact met de realiteit ben kwijtgeraakt of dat iedereen dat heeft maar laat me het herhalen: dit zou in de jaren hiervoor GEEN nieuwsverhaal geweest zijn. Begrijp me niet verkeerd: een dergelijke dood is ongetwijfeld een tragedie voor de betrokken familie. Ik weet hoe verdrietig dat kan voelen omdat eind jaren-70 mijn opa aan een griep overleed. Maar ik moet eigenlijk zeggen m t de griep want hij was al ziek en oud 85 jaar. De griep was het laatste zetje naar zijn overlijden . Mijn hart gaat dus oprecht uit naar al diegenen die hun familie in dergelijke omstandigheden verliezen. Maar dit is niet iets waar we onze hele beschaving voor opheffen of zelfs opofferen. Of waarvoor we alle productieve menselijke activiteiten op de planeet stoppen waarmee de economie naar verwachting wordt gehalveerd waardoor miljoenen mensen in werkloosheid en hongersnood gestort worden de VN schat minimaal 150 miljoen EXTRA hongerdoden vanwege de wereldwijde maatregelen eind 2020 of waarvoor we Lockdowns instellen en op die basis beginnen te praten over verplichte vaccinaties medische paspoorten en andere afschaffingen van essenti le menselijke vrijheden. Het idee dat ziekte en dood onnatuurlijk of vermijdbaar zijn is anti-menselijk: Mensen sterven Soms sterven ze door auto-ongelukken. Soms sterven ze door werkgerelateerde ongelukken. Meestal sterven ze van ouderdom. Soms sterven ze onder uiterst twijfelachtige omstandigheden terwijl ze proberen licht te werpen op informatie die ongemakkelijk is voor de overheid of een religie. Door al deze diverse oorzaken sterven in Nederland jaarlijks zo n 155.000 mensen En ja soms sterven ze tijdens een virale epidemie of pandemie aan luchtwegaandoeningen. Onze sterfelijkheid maakt ons tot wie we zijn. Mensen zijn gezegend en vervloekt met kennis van ons eigen lot. Niemand komt levend uit dit leven. En dus staat de vraag voorop wat we doen met ons leven. Maar meer en meer wordt de dood uit het leven verwijderd. Onze ouderen worden verscheept naar verpleeghuizen om te sterven zodat we niet met veroudering geconfronteerd worden. De uitvaartbranche is netjes en steriel. De dood is een abstracte gebeurtenis geworden. Iets wat ergens daarbuiten gebeurt met andere mensen. Maar met ons zeker niet. Deze hele pandemische waanzin lijkt te zijn gebaseerd op het idee dat ziekte en dood op de een of andere manier te voorkomen zijn. Dat we zulke dingen hebben overwonnen. Of in ieder geval dat er nooit een nieuwe ziekte kan ontstaan gecre erd of niet om onze perfecte balans met de natuur te verstoren. Elk jaar sterven er veel mensen aan de griep maar dat telt niet. Dat is niet nieuw. En dat is ook geen wereldwijd nieuws. Dit wil niet zeggen dat we niet moeten werken om ziekten te genezen en onze gezondheid te verbeteren. In tegendeel. Alleen lijkt deze huidige aanval van hysterie bijna anti-menselijk alsof we in staat zouden moeten zijn om onze sterfelijke mensheid te overstijgen. Alles wat ik weet is dat de ruimte om afwijkende meningen te uiten over deze onderwerpen snel aan het verdwijnen is. Wat momenteel gebeurt in de Australische staat Victoria is daar een zeer goed voorbeeld van. Het is daar horror Het is tijd voor degenen onder ons die een afwijkende mening kunnen tolereren hierover in gesprek te gaan. Dus misschien ben je het niet met me eens. Misschien ben je beledigd door wat ik zeg. Misschien heb je je eigen afwijkende mening die je niet durft uit te spreken. Maar als we nu niet in dialoog gaan over deze idee n hoe groot is de kans dat we deze meningen in de toekomst nog wel kunnen delen Wij zijn hier allemaal verantwoordelijk voor. Niet alleen onze regering maar ook ons parlement en ook u gewone Nederlander we zijn daar allemaal verantwoordelijk voor. "
"2344";1002343;""
"2345";1002344;""
"2346";1002345;""
"2347";1002346;"Voor onze mooie planeet met zijn bijzondere wonderbaarlijke flora en fauna zou het niet verkeerd zijn als er plusminus 4 miljard mensen het loodje zouden leggen. "
"2348";1002347;""
"2349";1002348;"The sterke gezonde mensen bijna 95 van de bevolking moeten leiden voor ongezonde zwakke mensen die maar 0 02 van onze bevolking zijn. Deze onzin moet echt stoppen. En Rutte moet andere werk zoeken want dit wat ie doet als premier is pure waanzin"
"2350";1002349;""
"2351";1002350;"Rutten is bang voor de publieke opinie sterker nog de complotdenkers en Willem Engel mafkezen. Stel mondkapjesplicht in. Geen demonstraties meer. Volksgezondheid is belangrijker dan demonstreren. En sowieso 1 5 meter afstand houden. Wanneer mensen er zich niet aan houden zware boetes. Dat gekloot moet stoppen. Daarom zijn er in Duitsland veel minder besmettingen. Plichtsbesef is daar veel groter.Hier heb je alleen maar te maken met eigenwijze ego stische Hollanders. "
"2352";1002351;""
"2353";1002352;""
"2354";1002353;""
"2355";1002354;""
"2356";1002355;"2 soros puppets"
"2357";1002356;""
"2358";1002357;""
"2359";1002358;""
"2360";1002359;""
"2361";1002360;""
"2362";1002361;""
"2363";1002362;"Agenda 21/30 THE GREAT RESET. Peppi en kokkie zijn gewoon puppets die hier voor gebruikt worden."
"2364";1002363;""
"2365";1002364;""
"2366";1002365;"Het publiek zit amper op 1.5meter hahaha"
"2367";1002366;""
"2368";1002367;""
"2369";1002368;"Agenda 21/30 THE GREAT RESET. Peppi en kokkie zijn gewoon puppets die hier voor gebruikt worden."
"2370";1002369;""
"2371";1002370;""
"2372";1002371;""
"2373";1002372;""
"2374";1002373;"Waarom zou je in godensnaam naar minder dan 3 opnames per dag willen Waarom Absolute willekeur. Onzin. Schandalig. Dom."
"2375";1002374;"Aan het einde staan die vrouwen bij de deur gewoon binnen 1 5 meter met elkaar te praten. Wat een kansloze beleid zeg. Zie 58:42"
"2376";1002375;""
"2377";1002376;""
"2378";1002377;""
"2379";1002378;""
"2380";1002379;"ongeleovelijk dat dit kleine groepje mensen voor ons alle bepaalt. wij hoeven maar 1x met ze alle op te staan en ze kunnen helemaal niks"
"2381";1002380;""
"2382";1002381;""
"2383";1002382;""
"2384";1002383;""
"2385";1002384;""
"2386";1002385;""
"2387";1002386;"Net waren er 174 reacties en nu 132......goh...."
"2388";1002387;""
"2389";1002388;"in Ijmuiden is een test straat 89 euro voor een test Hoe moeten dit betalen kwetsbare mensen doodgebloed all bij eigen risico"
"2390";1002389;""
"2391";1002390;"WAT breaking nieuws ons gedrag werkt nou ik schut al maanden weer handen en knuffels en houd me keurig aan de 1 5 cm . en het werkt :D"
"2392";1002391;""
"2393";1002392;""
"2394";1002393;""
"2395";1002394;""
"2396";1002395;""
"2397";1002396;""
"2398";1002397;""
"2399";1002398;""
"2400";1002399;""
"2401";1002400;"30:25 in Luxemburg een volledige lock down: daar weet de Luxemburgse bevolking iig niks van. Heeft hij z n mond voorbij gepraat n.a.v een gesprek met Bettel of een foutje"
"2402";1002401;""
"2403";1002402;"Zembla De Farma Methode van 6 juni 2015 De titel spreekt voor zich. Denk hierbij aan het coronavaccijn. Geld geld geld..."
"2404";1002403;""
"2405";1002404;""
"2406";1002405;""
"2407";1002406;"1984 is vroeg gekomen"
"2408";1002407;""
"2409";1002408;""
"2410";1002409;""
"2411";1002410;""
"2412";1002411;"Ook al is iedereen gevacineerd is dit nog geen rede om de waakzaamheid te verlagen.... de WHO... Ook al zijn wij straks alemaal gevacineerd dan nog blijft de 1 5 meter samenleving een feit"
"2413";1002412;""
"2414";1002413;""
"2415";1002414;""
"2416";1002415;""
"2417";1002416;"De duimpjes omhoog op deze videos zijn nep De video begint al met 1000 likes. Word al snel in gehaald door de duimpjes omlaag. "
"2418";1002417;"99 4 Covid19 overlevingskans... STOP DE LOCKDOWNS GLOBALISTISCHE MACHTSGREEP"
"2419";1002418;"28:49. Niet te geloven. Vaccinatie is volgens heer De Jonge niet verplicht. Nu is dat hier dus klaarblijkelijk dat mensen die zich niet willen laten vaccineren beperkte maatregelen gaan krijgen t.o.v. degenen die zich wel vaccineren. Gaat lekker zo met die vent."
"2420";1002419;"48:57 Hoppa... meteen krabben... Ik zet hem op een willekeurige plek aan en dit is het eerste wat ik zie. Hij zegt wat meteen erna krabben en naar beneden kijken. Betekent dus dat hij zwaar aan het liegen is"
"2421";1002420;""
"2422";1002421;""
"2423";1002422;""
"2424";1002423;""
"2425";1002424;""
"2426";1002425;""
"2427";1002426;""
"2428";1002427;"42:00 lol rutte met zijn thuis werken mensen bij uwv worden juist gejaard om uit huis te gaan om te werken dus alles is tegen elkaar aan het gezet worden geniaal hoe maak je de mens kapot"
"2429";1002428;""
"2430";1002429;""
"2431";1002430;""
"2432";1002431;""
"2433";1002432;""
"2434";1002433;"Als je wat tijd wilt besparen zet hem op 1 5x afspeelsnelheid evt. met subtitles aan ."
"2435";1002434;""
"2436";1002435;"Cijfers RIVM: Griepseizoen 2017-2018 in 18 weken tijd 9.500 mensen overleden. Corona in 34 weken tijd 7.500 overleden. In 2017-2018 hoefden we ook geen muilkorf testen huisarrest en andere hondenregels te volgen. Toen werden er ook geen quarantaine/ isolatie/concentratiekampen gebouwd."
"2437";1002436;"Jules2020"
"2438";1002437;""
"2439";1002438;""
"2440";1002439;""
"2441";1002440;""
"2442";1002441;""
"2443";1002442;""
"2444";1002443;""
"2445";1002444;""
"2446";1002445;""
"2447";1002446;""
"2448";1002447;""
"2449";1002448;""
"2450";1002449;""
"2451";1002450;""
"2452";1002451;""
"2453";1002452;""
"2454";1002453;""
"2455";1002454;""
"2456";1002455;"Geen mondkapjes in kerken en moskee n.....Daar heeft dit killervirus geen zin om toe te slaan. Hoe slecht kan je het verzinnen. De maatregelen werken......waarom ga je er dan niet mee door totdat je 0 besmettingen hebt.....o wacht dan neemt niemand die spuit meer."
"2457";1002456;""
"2458";1002457;"Waar haalt die gek zijn informatie weg het Ebola vaccin heeft 5 jaar op zich laten wachten niet 15 jaar"
"2459";1002458;""
"2460";1002459;"Ik woon in het ramp gebied Twente. Het is hier zo erg dat de doden op straat liggen en de ziekenwagens in de file staan voor het ziekenhuis. het virus heeft er 8 maanden over gedaan om bekenden van mij te bezoeken.Ze waren zo ziek dat ze na 3 dagen weer gezond waren.Dat begrijp ik niet want het moet heel erg zijn als we de cijfers moeten geloven. Ik vraag me daarom hardop af wie hier nu staat te liegen."
"2461";1002460;"7 "
"2462";1002461;"Het virus is nooit geisoleerd. Er is geen covid 19 virus. Dus waarom vaccineren voor een niet bestaand virus"
"2463";1002462;""
"2464";1002463;""
"2465";1002464;""
"2466";1002465;"Great Reset & Agenda 21 / 30. Dat is waar deze gasten aan mee werken. Kijk op het World Economic Forum en Claus Schwab die het gewoon ook zegt dat ze met Covid alle plannen nu door kunnen duwen. Straks geen eigendom meer geen privacy en vrijheid meer. Totale controle over alles."
"2467";1002466;""
"2468";1002467;"cov19 scam"
"2469";1002468;""
"2470";1002469;""
"2471";1002470;""
"2472";1002471;""
"2473";1002472;""
"2474";1002473;""
"2475";1002474;""
"2476";1002475;""
"2477";1002476;""
"2478";1002477;""
"2479";1002478;"0:21 Begint de babbel. En bij binnenkomst draagt niemand meer een mondkap. Edit: dag later hebben ze de video ingekort dus babbel overol begint nu rond 0:21 en niet meer op 11:46."
"2480";1002479;""
"2481";1002480;""
"2482";1002481;""
"2483";1002482;""
"2484";1002483;""
"2485";1002484;""
"2486";1002485;""
"2487";1002486;""
"2488";1002487;""
"2489";1002488;""
