,Unnamed: 0,sk_id,clean_comments,comment_lemma
2120,2121,1002120.0,Fh ,Fh 
2121,2122,1002121.0,These amateurs keep playing the game. But it will fly around their ears. Our friend Ferdi Grapperhaus proved with his wedding that the measures are not necessary. :D,these amateur keep playing the game. But it.will fly around their ears. Our friend Ferdi Grapperhaus proved with his wedding that the measures are not necessary. :D
2122,2123,1002122.0,De maatregelen maken ons zieker dan corona,De maatregel maken ons ziek dan corona
2123,2124,1002123.0,Ze hoest de hele tijd in haar hand Hallo gehoord van in je Elleboog OMG,Ze hoesten de heel tijd in haar hand Hallo horen van in je Elleboog OMG
2124,2125,1002124.0,Ga heen man,Ga heen man
2125,2126,1002125.0,GAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAP......... ,GAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAP......... 
2126,2127,1002126.0,JA JA onze vrijheid nog meer beperken terwijl die vluchtelingen maar blijven lamstralen in groepen terwijl wij beboet worden schop ze er uit zij brengen nog meer ziektes mee zo komen we nooit van de corona af.,JA JA ons vrijheid nog veel beperken terwijl die vluchteling maar blijven lamstralen in groep terwijl wij beboeten worden schop ze er uit zij brengen nog veel ziekte mee zo komen we nooit van de corona af.
2127,2128,1002127.0,Dit is ons land niet van jullie.,dit is ons land niet van jullie.
2128,2129,1002128.0,Waarom macdonalds dan niet ,waarom macdonalds dan niet 
2129,2130,1002129.0,School dicht ,school dicht 
2130,2131,1002130.0,Die denken dat na 10 uur heen corona is: wat een maatregel die twee denken dat nederlandse bevolking stom zijn die geven echt geen moer voor de bevolking,die denken dat na 10 uur heen corona is: wat een maatregel die twee denken dat nederlands bevolking stom zijn die geven echt geen moer voor de bevolking
2131,2132,1002131.0,Langzaam langzaam....... en dan.....BOEM,langzaam langzaam....... en dan.....BOEM
2132,2133,1002132.0,Ze zetten nu bij de NOS de reacties uit. Want anders krijgen ze 99 procent negatieve reacties van mensen die ze net zo geloofwaardig vinden als sinterklaas ,Ze zetten nu bij de NOS de reactie uit. want anders krijgen ze 99 procent negatief reactie van mens die ze net zo geloofwaardig vinden als sinterklaas 
2133,2134,1002133.0,Dikke vinger kabinet rivm n media Ik doe niet mee met jullie plannetjes,dik vinger kabinet rivm n media Ik doen niet mee met jullie plan
2134,2135,1002134.0,Spreuken 1,spreuk 1
2135,2136,1002135.0,Voor leugens zijn er nog geen mondkapjes blijkbaar.,voor leugen zijn er nog geen mondkap blijkbaar.
2136,2137,1002136.0,Mensen niet zo janken neem gwn een jonko tje,mens niet zo janken nemen gwn een jonko tje
2137,2138,1002137.0,Propaganda. ,propaganda. 
2138,2139,1002138.0,Mijn vermoedens waren er al langer maar deze zijn nu bevestigd. Deze gasten zijn helemaal de weg kwijt. Totaal los van de realiteit. Ongekend. Al die ambtenaren die thuis hun keuken aan het verven zijn terwijl alle ondernemers die hun salaris betalen bloeden. Het is walgelijk. ,mijn vermoeden zijn er al lang maar deze zijn nu bevestigen. deze gast zijn helemaal de weg kwijt. totaal los van de realiteit. ongekend. Al die ambtenaar die thuis hun keuken aan het verven zijn terwijl al ondernemer die hun salaris betalen bloeden. het is walgelijk. 
2139,2140,1002139.0,corona deeltjes zit in de lucht iedreen kan het krijgen ,corona deel zitten in de lucht iedreen kunnen het krijgen 
2140,2141,1002140.0,ROVERHEID v4.0,roverheid v4.0
2141,2142,1002141.0,Wie vrijheid inruilt voor veiligheid raakt beide kwijt,wie vrijheid inruilen voor veiligheid raken beide kwijt
2142,2143,1002142.0,Draai onze strot maar verder dicht Ga eens op scholen kijken wat er niet gebeurd. Draai hun strot ook maar eens door ,draaien ons strot maar ver dicht Ga eens op school kijken wat er niet beuren. draaien hun strot ook maar eens door 
2143,2144,1002143.0,De enige maatregel die genomen dient te worden is het afschaffen van heel dit monetaire systeem Het is een corrupt systeem en dat is nu gelukkig voor steeds meer mensen duidelijker aan het worden. Stop de eeuwenoude slavernij van de mens,De enig maatregel die nemen die te worden is het afschaffen van heel dit monetair systeem het is een corrupt systeem en dat is nu gelukkig voor steeds veel mens duidelijk aan het worden. stoppen de eeuwenoud slavernij van de mens
2144,2145,1002144.0,wat is een corona,wat is een corona
2145,2146,1002145.0,Belachelijk,belachelijk
2146,2147,1002146.0,Laat je niet verder oplichten door deze misdadigers mensen zonder de media zou je niet eens weten dat er een virus was. De Chinese filmpjes waren Fake Bedoeld om het Westen kapot te maken. Chinese burgers hebben geen toegang tot YouTube,laten je niet ver oplichten door deze misdadiger mens zonder de media zullen je niet eens weten dat er een virus zijn. De chinese film zijn Fake bedoelen om het Westen kapot te maken. chinese burger hebben geen toegang tot youtube
2147,2148,1002147.0,Versoepeling was enkel om mensen een vertrouwensgevoel te geven. Zo kunnen ze schuld lekker bij anderen in de schoenen schuiven en hebben ze weer een reden om hun facistische plannen door te voeren. Registratieplicht horeca vroeg dicht omdat het virusje blijkbaar klok kan kijken. Ondernemers nog verder failliet en dat wat overblijft is het grootkapitaal En uiteraard een gevaarlijk noodwet dat onze democratie heeft uitgeschakeld.,versoepeling zijn enkel om mens een vertrouwensgevoel te geven. Zo kunnen ze schuld lekker bij ander in de schoen schuiven en hebben ze weer een reden om hun facistisch plan door te voeren. registratieplicht horeca vroeg dicht omdat het virus blijkbaar klok kunnen kijken. ondernemer nog ver failliet en dat wat overblijven is het grootkapitaal En uiteraard een gevaarlijk noodwet dat ons democratie hebben uitschakelen.
2148,2149,1002148.0,Gaan we de 3k halen ,gaan we de 3k halen 
2149,2150,1002149.0,Gewoon je bekhouden Rutte zoals je dat zelf zegt ik denk dat alles dan weer keert na hoe het was. Draconian measures die je ontleend heb uit je date met Bill Gates een aantal jaar terug... we know ,gewoon je bekhouden Rutte zoals je dat zelf zeggen ik denken dat alles dan weer keer na hoe het zijn. Draconian measures die je ontlenen hebben uit je date met Bill Gates een aantal jaar terug... we know 
2150,2151,1002150.0,Dus als alle winkels ervoor kiezen om je te weigeren zonder mondkapje heb je geen voeding Ik voel een hongerstaking opkomen,dus als al winkel ervoor kiezen om je te weigeren zonder mondkap hebben je geen voeding Ik voelen een hongerstaking opkomen
2151,2152,1002151.0,Ze willen de leugen in stand houden van child trafficking pedo s beschermen daar is dit alles voor,Ze willen de leugen in stand houden van child trafficking pedo s beschermen daar is dit alles voor
2152,2153,1002152.0,Like als de scholen dicht moeten zijn voor FIFA 21,Like als de school dicht moeten zijn voor FIFA 21
2153,2154,1002153.0,Ik hoor nu de voetbalclubs weer klagen. Zijn we echter vergeten dat in Italie een uitbraak van het corona virus begon na de champignons league wedstrijd Atalanta- Valencia,Ik horen nu de voetbalclub weer klagen. zijn we echter vergeten dat in Italie een uitbraak van het corona virus beginnen na de champignon league wedstrijd Atalanta- Valencia
2154,2155,1002154.0,Alleen SAMEN krijgen we de OVERHEID onder controle,alleen samen krijgen we de overheid onder controle
2155,2156,1002155.0,Groeps imuniteit bestaat niet dus.,Groeps imuniteit bestaan niet dus.
2156,2157,1002156.0,Nog effe.....en NEDERLAND pikt het niet meer langer ,nog effe.....en NEDERLAND pikken het niet veel lang 
2157,2158,1002157.0,Als ze zo om onze gezondheid zouden geven...dan zouden er geen slechte enummers in ons voedsel zitten dan zou ons kraanwater...gezond water zijn dan zouden er geen vaccins zijn dan zouden ze geen chemtrails onze lucht laten vervuilen dan zou onze kleding geen gif bevatten ze zouden dan niet ons voedsel besproeien met gif ze zouden dan de ons eten rijp laten worden etc etc etc.,als ze zo om ons gezondheid zullen geven...dan zullen er geen slecht enummer in ons voedsel zitten dan zullen ons kraanwater...gezond water zijn dan zullen er geen vaccin zijn dan zullen ze geen chemtrail ons lucht laten vervuilen dan zullen ons kleding geen gif bevatten ze zullen dan niet ons voedsel besproeien met gif ze zullen dan de ons eten rijp laten worden etc.etc.etc.
2158,2159,1002158.0,Luister naar Wijsheid en laat de liefhebbers voor dwaasheid aan zichzelf genoeg hebben. Dat is de oplossing voor deze tijd,luisteren naar Wijsheid en laten de liefhebber voor dwaasheid aan zichzelf genoeg hebben. dat is de oplossing voor deze tijd
2159,2160,1002159.0,nou tussen jullie is ook geen 1 5 meter...dictatuur en ze gaan steeds meer de banden aanscherpen....mensen we zijn zo ver de slaven van de machthebbers,nou tussen jullie is ook geen 1 5 meter...dictatuur en ze gaan steeds veel de band aanscherpen....mens we zijn zo ver de slaaf van de machthebber
2160,2161,1002160.0,De overheid loopt al sins dag 1 achter als en nu nog steeds en nog geven ze ons of jongvolwassen de schuld. Terwijl er nog steeds een te kort is in ziekenhuizen. Overheid is ook verantwoordelijk voor de personen die dood zijn gegaan door de punten van ziekenhuizen testen etc Wanneer word Nederland wakker dat hun elke keer met ons spellen als poppen,De overheid lopen al sin dag 1 achter als en nu nog steeds en nog geven ze ons of jongvolwassen de schuld. terwijl er nog steeds een te kort is in ziekenhuis. overheid is ook verantwoordelijk voor de persoon die dood zijn gaan door de punt van ziekenhuis testen etc.wanneer worden Nederland wakke dat hun elk keer met ons spel als pop
2161,2162,1002161.0,De hoax show,De hoax show
2162,2163,1002162.0,Het merendeel van de Nederlandse bevolking zijn landverraders mensen die zo laf en bang zijn voor een griepje dat ze hun buren aan zouden geven als ze visite hebben. NSB ers zijn het en hopelijk gaan er heel veel van deze mensen onder de grond zodat we in een klap het file probleem opgelost hebben. Het komt doordat ze programma s als de NOS serieus nemen te stom om voor zichzelf te denken en nemen blind alles aan van de staat propaganda kanalen.,het merendeel van de nederlands bevolking zijn landverrader mens die zo laf en bang zijn voor een griep dat ze hun buur aan zullen geven als ze visite hebben. NSB er zijn het en hopelijk gaan er heel veel van deze mens onder de grond zodat we in een klap het file probleem oplossen hebben. het komen doordat ze programma s als de NOS serieus nemen te stom om voor zichzelf te denken en nemen blind alles aan van de staan propaganda kanaal.
2163,2164,1002163.0,In deze tijden mis ik GAdolf Bitler.,In deze tijd mis ik GAdolf Bitler.
2164,2165,1002164.0,Blijft school open rea pl,blijven school open rea pl
2165,2166,1002165.0,The fullness of deity dwells in Christ bodily and YOU HAVE BEEN MADE COMPLETE IN HIM who is the head of every principality and power . Col 2:9-10. De enige echte vrijheid. Altijd. Vrij van de val van de mens en haar effecten. Leven waartoe je op de wereld bent. So good.,The fullness of deity dwells in Christ bodily and YOU HAVE BEEN MADE COMPLETE IN HIM who is the head of every principality and power . Col 2:9-10. De enig echt vrijheid. altijd. vrij van de val van de mens en haar effect. Leven waartoe je op de wereld zijn. So good.
2166,2167,1002166.0,Waarom is Rutte zo vaag nooit duidelijk,waarom is Rutte zo vaag nooit duidelijk
2167,2168,1002167.0,Ik ben nierpatiente.Toen de r waarde onder de 1 lag droeg ik een mondkapje .Niet alleen om mezelf te beschermen.Nee omdat ik niet wil dat iemand Corona op loopt door mijn schuld. Nu kan ik niet meer naar een winkel omdat iedereen zelf mag bepalen of zij/hij een mondkapje draagt.,Ik zijn nierpatiente.toen de r waarde onder de 1 liggen dragen ik een mondkap .niet alleen om mezelf te beschermen.nee omdat ik niet willen dat iemand Corona op lopen door mijn schuld. Nu kunnen ik niet veel naar een winkel omdat iedereen zelf mogen bepalen of zij/hij een mondkap dragen.
2168,2169,1002168.0,Bestaat geen vorona interesse voor politici,bestaan geen vorona interesse voor politicus
2169,2170,1002169.0,En maar zeggen dat wij niet in een dictatuur zitten ,En maar zeggen dat wij niet in een dictatuur zitten 
2170,2171,1002170.0,Als corona zo gevaarlijk is waarom is er niemand im de overheid besmet met corona,als corona zo gevaarlijk is waarom is er niemand im de overheid besmetten met corona
2171,2172,1002171.0,Het net sluit zich langzaam. Mensen laten zich maar hersenspoelen door de media laten vrijwillig een wattenstaaf hun hersenpan induwen en dragen een muilkorf. Dit alles voor een virus dat niet dodelijker is dan de griep. Zeg maar dag tegen je grondrechten. Verplichte testen mondkapjes vaccinaties zijn in aantocht. Werk je niet mee Dan geen werk meer sociale voorzieningen en zelfs geen toegang meer tot de supermarkt. Niet zo moeilijk voor te stellen wat de volgende stap gaat worden.,het net sluiten zich langzaam. mens laten zich maar hersenspoelen door de media laten vrijwillig een wattenstaaf hun hersenpan induwen en dragen een muilkorf. dit alles voor een virus dat niet dodelijk is dan de griep. zeggen maar dag tegen je grondrecht. verplichten testen mondkap vaccinatie zijn in aantocht. werken je niet mee dan geen werk veel sociaal voorziening en zelfs geen toegang veel tot de supermarkt. niet zo moeilijk voor te stellen wat de volgen stap gaan worden.
2172,2173,1002172.0,Als of het virus voor 22u er niet aanwezig zal zijn ofzo Welk virus dan Rhino of griepvirus Corona bestaat al vanaf 1968 so tell me Corona is gewoon n grote leugen. Besef wij scholieren zitten straks wel met 2000 man op school maar mogen in het weekend met dezelfde mensen niet meer bij elkaar komen... Serieus Ik sta echt al weken te kijken van hoe verschikkelijk dom sommige van onze medemensen zijn. Verwende eigenwijze pannenkoeken zijn het ongelovelijk.,als of het virus voor 22u er niet aanwezig zullen zijn ofzo welk virus dan Rhino of griepvirus Corona bestaan al vanaf 1968 so tell me Corona is gewoon n groot leugen. beseffen wij scholier zitten straks wel met 2000 man op school maar mogen in het weekend met dezelfde mens niet veel bij elkaar komen... serieus Ik staan echt al week te kijken van hoe verschikkelijk dom sommig van ons medemens zijn. verwennen eigenwijs pannenkoek zijn het ongelovelijk.
2173,2174,1002173.0,Nou lekker dan Daar gaan alle miljarden projecten om snelwegen te verbreden en nu werken we met zn allen thuis beetje / erg weggegooid geld .. En mocht er een vaccin komen dan ben ik ervan overtuigd dat de meeste werkgevers - gezien de configuratie infrastructuur & enterprise systemen op internet en de wenning van werknemers om thuis te werken cq op afstand werken - zal afwegen of het waard is i.e. huurkosten van gebouw etc. om fulltime terug te komen op kantoor.. Interessante ontwikkeling to come ,nou lekker dan daar gaan al miljard project om snelweg te verbreden en nu werken we met zn al thuis beet / erg weggooien geld .. En mogen er een vaccin komen dan zijn ik ervan overtuigen dat de veel werkgever - zien de configuratie infrastructuur & enterprise systeem op internet en de wenning van werknemer om thuis te werken cq op afstand werken - zullen afwegen of het waard is i.e. huurkosten van gebouw etc. om fulltime terug te komen op kantoor.. interessant ontwikkeling to come 
2174,2175,1002174.0,Dit is het depopulatie programma van de VN en de Davos groep van het World Economic Forum. Zij willen de mensen doen geloven dat ze virussen zijn en slecht zijn voor de aarde. Nu kom je de winkel niet meer binnen zonder mondkapje Straks kom je de winkel niet meer binnen zonder je corona app en je verplichte vaccinaties die je goed ziek en steriel zullen maken. De mens is overbodig geworden en zij noemen dit de 4e industri le revolutie waar ze de overgebleven 500 miljoen tot 2 miljard mensen met techniek gaan samensmelten. Het plan van de superrijken der aarde is dat zij alleen hun eigen bloedlijnen in stand houden waarna zij over de aarde zullen heersen en het universum zullen verkennen. ,dit is het depopulatie programma van de VN en de Davos groep van het World Economic forum. zij willen de mens doen geloven dat ze virus zijn en slecht zijn voor de aarde. Nu komen je de winkel niet veel binnen zonder mondkap straks komen je de winkel niet veel binnen zonder je corona app en je verplichten vaccinatie die je goed ziek en steriel zullen maken. De mens is overbodig geworden en zij noemen dit de 4e industri le revolutie waar ze de overblijven 500 miljoen tot 2 miljard mens met techniek gaan samensmelten. het plan van de superrijk der aarde is dat zij alleen hun eigen bloedlijn in stand houden waarna zij over de aarde zullen heersen en het universum zullen verkennen. 
2175,2176,1002175.0,Het vrijmetselaarsvirus grijpt weer om zich heen.,het vrijmetselaarsvirus grijpen weer om zich heen.
2176,2177,1002176.0,Fascisme is hier Zie je het niet Dan hebben ze je al in hun greep ,fascisme is hier zien je het niet dan hebben ze je al in hun greep 
2177,2178,1002177.0,Waarom wordt er nu al maandenlang gezegd dat wij ons niet aan de regels houden. Wellicht deugen deze regels niet en werken ze daarom niet. Neem het in ieder geval eens in overweging Mark & Hugo,waarom worden er nu al maandenlang zeggen dat wij ons niet aan de regel houden. wellicht deugen deze regel niet en werken ze daarom niet. nemen het in ieder geval eens in overweging Mark & Hugo
2178,2179,1002178.0,Bekijk zelf hoe het er nu voor staat met de covid19 besmettingen op de site: share2bgreat,bekijken zelf hoe het er nu voor staan met de covid19 besmetting op de site: share2bgreat
2179,2180,1002179.0,25:45 dat is niet zoals het hoort h mevrouwtje,25:45 dat is niet zoals het horen h mevrouw
2180,2181,1002180.0,De testen zijn waardeloos. ,De testen zijn waardeloos. 
2181,2182,1002181.0,Hij mist alleen een snorretje.,hij missen alleen een snor.
2182,2183,1002182.0,Sinds dat die scholen opdoen zijn is het al miss doe ze gewoon dicht het zijn echt broedbedden van bacteri n ,sinds dat die school opdoen zijn is het al miss doen ze gewoon dicht het zijn echt broedbed van bacteri n 
2183,2184,1002183.0,Ik vind het vrij apart dat constant wordt gezegd dat wij dit in de hand hebben en ons aan maatregelen moeten houden maar de regering het niet belangrijk genoeg vindt om bedrijven langs te laten gaan door inspecteurs en te kijken of bedrijven zich aan regels houden. Bij ons houden ze groepjes bij elkaar gewoon normaal binnen 1.5 meter zonder mondkapjes of niets ook in kleinere ruimten. Sterker nog ze houden gewoon afdelingen weg van elkaar op sommige plekken zoals kantines maar zeggen gewoon : als iemand besmet wordt blijft het in jullie ploeg alsof het niet erg is om dan een hele ploeg aan te streken die vervolgens naar huis gaan en in het weekend ook andere mensen inclusief hun familie te besmetten. ik snap niet hoe dit niet ter sprake komt en bedrijven hiermee weg komen. Niet alleen dat we werken ook nog in de voedingsindustrie. ,Ik vinden het vrij apart dat constant worden zeggen dat wij dit in de hand hebben en ons aan maatregel moeten houden maar de regering het niet belangrijk genoeg vinden om bedrijf langs te laten gaan door inspecteur en te kijken of bedrijf zich aan regel houden. bij ons houden ze groep bij elkaar gewoon normaal binnen 1.5 meter zonder mondkap of niets ook in klein ruimte. sterk nog ze houden gewoon afdeling weg van elkaar op sommig plek zoals kantine maar zeggen gewoon : als iemand besmetten worden blijven het in jullie ploeg alsof het niet erg is om dan een heel ploeg aan te streek die vervolgens naar huis gaan en in het weekend ook ander mens inclusief hun familie te besmetten. ik snappen niet hoe dit niet te sprake komen en bedrijf hiermee weg komen. niet alleen dat we werken ook nog in de voedingsindustrie. 
2184,2185,1002184.0,Rutte rutte rutte wat loop je nou te kutte ,Rutte rutten rutten wat lopen je nou te kut 
2185,2186,1002185.0,zijn hier mensen die andere kennen met corona ik niet ook niet in me buurt...delen en vragen ,zijn hier mens die ander kennen met corona ik niet ook niet in me buurt...delen en vragen 
2186,2187,1002186.0,Elke x hoor ik op de radio 70 van de mensen gaat akkoord met deze maatregelen maar ik hoor er niemand over in mijn omgeving Mensen die het hier mee eens zijn reageer op dit Bericht Ik zie alleen maar negatieve reacties,elk x horen ik op de radio 70 van de mens gaan akkoord met deze maatregel maar ik horen er niemand over in mijn omgeving mens die het hier mee eens zijn reageren op dit bericht Ik zien alleen maar negatief reactie
2187,2188,1002187.0,Mondkapjes worden afgeraden Mondkapjes worden ontkracht Mondkapjes worden aangeraden Maar ALLEEN ALS ... Praat niet zo raar Mark Mondkapjes hebben altijd al toegevoegde waarde gehad Niet bij verkeerd gebruik nee Dissel Maar dat probleem heb ik niet en nooit gehad. Misschien had jij enige verantwoordelijkheid in het onderwijzen van het correct en volgens jou wetenschappelijk gebruik Maar idv dus niets Duidelijkheid Er was een tekort en jouw Ego verloor en verliest nog steeds controle. Zelfs je voorganger moest je hier publiekelijk al eerder op aanmerken Bewaar je stukwassen slogan maar voor jouw volk Mark. Die je Neoliberale elite al tientallen jaren uitbuit en hersenspoelt. En nu een beroep doen op hun gezond verstand Nederland... Kleuterland,mondkap worden afraden mondkap worden ontkrachten mondkap worden aanraden maar alleen als ... praten niet zo raar Mark mondkap hebben altijd al toevoegen waarde hebben niet bij verkeerd gebruiken nee Dissel maar dat probleem hebben ik niet en nooit hebben. misschien hebben jij enig verantwoordelijkheid in het onderwijzen van het correct en volgens jou wetenschappelijk gebruiken maar idv dus niets duidelijkheid Er zijn een tekort en jou Ego verlies en verlies nog steeds controle. zelfs je voorganger moeten je hier publiekelijk al eerder op aanmerken bewaren je stukwassen slogan maar voor jou volk Mark. die je neoliberaal elite al tiental jaar uitbuiten en hersenspoelen. En nu een beroep doen op hun gezond verstand Nederland... kleuterland
2188,2189,1002188.0,Corona is voorlopig een blijvertje maar prutte jij ben gelukkig geen blijvertje Wat een mislukking Hoe kan iemand een land runnen die nog ooit een huishouden gezin heeft gerund ,Corona is voorlopig een blijvertje maar prutten jij zijn gelukkig geen blijvertje wat een mislukking hoe kunnen iemand een land runnen die nog ooit een huishouden gezin hebben runnen 
2189,2190,1002189.0,Voor corona,voor corona
2190,2191,1002190.0,Nos stel eens een x goede vragen niet altijd van die vooraf afgesproken meuk nos is fake news,Nos stellen eens een x goed vragen niet altijd van die vooraf afspreken meuk nos is fake news
2191,2192,1002191.0,Dit is totalitaire tyrannie. Rutte denkt de nederlandse bevolking te kunnen bespelen dit is hoe elke tyraan zichzelf naar de afgrond heeft gebracht. HET VOLK LAAT DIT NIET LANGER TOE. ,dit is totalitair tyrannie. Rutte denken de nederlands bevolking te kunnen bespelen dit is hoe elk tyraan zichzelf naar de afgrond hebben brengen. het VOLK LAAT dit niet lang TOE. 
2192,2193,1002192.0,En 2 dagen later bedreigt de bezetter ons al weer: avondklok. En onze BOA s gaan dan naar de nieuwe DDR opleiding. En zo strijden we tegen het virus . Wat fijn dat 8 miljoen Nederlanders nog niet wakker zijn.,En 2 dag laten bedreigen de bezetter ons al weer: avondklok. En ons BOA s gaan dan naar de nieuw DDR opleiding. En zo strijden we tegen het virus . wat fijn dat 8 miljoen Nederlanders nog niet wakke zijn.
2193,2194,1002193.0,Even gewoon simpel gezegd weer half tam en nutteloze maatregelen. 22:00 horeca dicht want Dus het is prima de hele dag in een kroeg te zitten en te drinken behalve na 10 uur want dat gaat echt verschil uitmaken.,even gewoon simpel zeggen weer half tam en nutteloos maatregel. 22:00 horeca dicht want dus het is prima de heel dag in een kroeg te zitten en te drinken behalve na 10 uur want dat gaan echt verschil uitmaken.
2194,2195,1002194.0,De bal wordt heen en weer gegooid vwb het dragen van mondkapjes. Van de rijksoverheid naar de Veiligheidsregio s en weer terug. En nu gooien ze de bal naar de ondernemers. Een advies die de ondernemers wel of niet kan laten besluiten tot het verplicht stellen van. Slappe hap. Zeg als overheid gewoon wel verplicht of alleen vrijwillig dragen die dingen.,De bal worden heen en weer gooien vwb het dragen van mondkap. van de rijksoverheid naar de Veiligheidsregio s en weer terug. En nu gooien ze de bal naar de ondernemer. een advies die de ondernemer wel of niet kunnen laten besluiten tot het verplichten stellen van. slap hap. zeggen als overheid gewoon wel verplichten of alleen vrijwillig dragen die ding.
2195,2196,1002195.0,Mark Flutte en Hugo slap van de Tonge Mehhhh mehhhhh..... wij volgen niet meer....,Mark Flutte en Hugo slap van de Tonge Mehhhh mehhhhh..... wij volgen niet veel....
2196,2197,1002196.0,Zelfs bejaarde mensen geloven er niets meer van of nemen de twee clowns niet serieus of het boeit ze gewoon niet. Ik zie het dagelijks. En als het gaat om 170 mensen die je tegenkomt die 1 persoon kunnen besmetten valt het inderdaad reuze mee. En dan die Engelse termen van de neus de Jonge er doorheen hebben de oudere mensen ook geen bal aan. Het gros weet helemaal niet wat een bottomline is. En Rutte moet gewoon aan kinderen beginnen kan hij lekker betuttelend tegen praten de gare pipo.,zelfs bejaard mens geloven er niets veel van of nemen de twee clown niet serieus of het boeien ze gewoon niet. Ik zien het dagelijks. En als het gaan om 170 mens die je tegenkomen die 1 persoon kunnen besmetten vallen het inderdaad reuze mee. En dan die engelse term van de neus de Jonge er doorheen hebben de oud mens ook geen bal aan. het gros weten helemaal niet wat een bottomline is. En Rutte moeten gewoon aan kind beginnen kunnen hij lekker betuttelen tegen praten de gaar pipo.
2197,2198,1002197.0,Dit gaat de grootste wereldcrisis worden die de mensheid ooit heeft gekend over de hele wereld.. Er zijn mensen die hier heel rijk/machtig door gaan worden. Wij onwetende domme burgers.. pikken het gewoon .. en maken ons zorgen of we nog wel genoeg mondkapjes hebben. Bizarre wereld.,dit gaan de groot wereldcrisis worden die de mensheid ooit hebben kennen over de heel wereld.. Er zijn mens die hier heel rijk/machtig door gaan worden. wij onwetend dom burger.. pikken het gewoon .. en maken ons zorgen of we nog wel genoeg mondkap hebben. bizar wereld.
2198,2199,1002198.0,Ze gaan steeds een stukje verder steeds een stukje meer vrijheid inleveren voor veiligheid. Als het niet veilig is komt dat omdat jij je niet aan de regels hebt gehouden en moeten er meer regels komen. Moet je meer vrijheid inleveren. Als het helemaal veilig is krijg je je vrijheid terug. Tot je geen enkele vrijheid meer hebt. Mensen die dit geloven denken dat het vanzelf wel overwaait. Wir haben est nicht gewust is het motto. En dan is de helft van alle mensen uitgemoord voor het grotere goed. Ze zullen niet stoppen. Ze gaan net zolang door tot het onze levens kost. De enige uitweg is een gewapende opstand. Guerilla oorlog. Bom aanslagen. De oorlog verklaren aan hen die ons van vrijheid en het leven trachten te beroven. En dat gaat zeker gebeuren omdat ze mensen geen andere keuze laten dan letterlijk met hun leven voor hun vrijheid te vechten. Of. Mensen hebben lak aan de regels. Gaan gewoon door met het normale leven zoals het hoort. Winkels gaan gewoon open. Maar dat gaat niet op en dat weet jezelf ook. Wir haben es nicht gewusst de geschiedenis herhaalt zich totdat wij die veranderen.,Ze gaan steeds een stuk ver steeds een stuk veel vrijheid inleveren voor veiligheid. als het niet veilig is komen dat omdat jij je niet aan de regel hebben houden en moeten er veel regel komen. moeten je veel vrijheid inleveren. als het helemaal veilig is krijgen je je vrijheid terug. tot je geen enkel vrijheid veel hebben. mens die dit geloven denken dat het vanzelf wel overwaaien. Wir haben est nicht gewust is het motto. En dan is de helft van al mens uitmoorden voor het groot goed. Ze zullen niet stoppen. Ze gaan net zolang door tot het ons leven kosten. De enig uitweg is een gewapend opstand. Guerilla oorlog. Bom aanslag. De oorlog verklaren aan hen die ons van vrijheid en het leven trachten te beroven. En dat gaan zeker gebeuren omdat ze mens geen ander keuze laten dan letterlijk met hun leven voor hun vrijheid te vechten. Of. mens hebben lak aan de regel. gaan gewoon door met het normaal leven zoals het horen. winkel gaan gewoon open. maar dat gaan niet op en dat weten jezelf ook. Wir haben es nicht gewussen de geschiedenis herhalen zich totdat wij die veranderen.
2199,2200,1002199.0,Dus je kan met 40 man naast elkaar in het vliegtuig zitten. Maar stel je wil met dezelfde mensen op anderhalve meter afstand van elkaar met mondkapjes in de buitenlucht op je eigen landgoed samenkomen mag dit niet. ,dus je kunnen met 40 man naast elkaar in het vliegtuig zitten. maar stellen je willen met dezelfde mens op anderhalf meter afstand van elkaar met mondkap in de buitenlucht op je eigen landgoed samenkomen mogen dit niet. 
2200,2201,1002200.0,Corona is een fabel en een dekmantel voor andere doeleinden. Ongeluk wordt toegankelijk gemaakt vanwege machtsredenen. De coronatesten zijn onbetrouwbaar en de indicaties worden gemanipuleerd. Deze mensen die hier in de conferentie praten zijn slechts puppets en hebben een ernstig gebrek aan beredeneringsvermogen. Integriteit is het enige wat erkend word Kwaad is een fabeltje/ sprookje.,Corona is een fabel en een dekmantel voor ander doeleinde. ongeluk worden toegankelijk maken vanwege machtsreden. De coronatest zijn onbetrouwbaar en de indicatie worden manipuleren. deze mens die hier in de conferentie praten zijn slechts puppets en hebben een ernstig gebrek aan beredeneringsvermogen. integriteit is het enig wat erkennen worden kwaad is een fabel/ sprookje.
